### DATA:
#
# 2293
#      Q             I(Q)           Error     
3.39378442E-01  1.76903049E+06  6.30537794E+05
3.39696958E-01  1.58568617E+06  6.26965698E+05
3.40015473E-01  2.66169146E+06  6.24976818E+05
3.40333989E-01  2.35970037E+06  6.27695986E+05
3.40652505E-01  1.98815907E+06  6.18675725E+05
3.40971020E-01  1.72938338E+06  6.29519694E+05
3.41289536E-01  1.35397924E+06  6.23225770E+05
3.41608052E-01  2.51955386E+06  6.24719260E+05
3.41926567E-01  2.92266897E+06  6.26858848E+05
3.42245083E-01  2.12433343E+06  6.26828583E+05
3.42563599E-01  2.42372193E+06  6.27186503E+05
3.42882114E-01  2.10695553E+06  6.17828514E+05
3.43200630E-01  2.18938828E+06  6.26966479E+05
3.43519146E-01  2.06089130E+06  6.26096949E+05
3.43837661E-01  1.07712551E+06  6.19323212E+05
3.44156177E-01  1.31350646E+06  6.23842648E+05
3.44474693E-01  1.54181893E+06  6.19466627E+05
3.44793208E-01  1.62948098E+06  6.23229966E+05
3.45111724E-01  2.47153892E+06  6.23332042E+05
3.45430240E-01  2.78325466E+06  6.26329890E+05
3.45748755E-01  1.24907931E+06  6.19964832E+05
3.46067271E-01  1.10243187E+06  6.17042101E+05
3.46385787E-01  1.80163276E+06  6.26875941E+05
3.46704302E-01  1.79128037E+06  6.22534911E+05
3.47022818E-01  2.10414532E+06  6.22449737E+05
3.47341334E-01  1.63883868E+06  6.22441805E+05
3.47659849E-01  2.25075414E+06  6.21781284E+05
3.47978365E-01  1.95766205E+06  6.27036733E+05
3.48296881E-01  1.76657759E+06  6.19140315E+05
3.48615396E-01  2.53071745E+06  6.25564180E+05
3.48933912E-01  2.22118418E+06  6.18065987E+05
3.49252428E-01  1.21076006E+06  6.20810864E+05
3.49570943E-01  2.71052727E+06  6.29939506E+05
3.49889459E-01  2.25115007E+06  6.18915441E+05
3.50207975E-01  1.07882516E+06  6.23726825E+05
3.50526490E-01  2.57002172E+06  6.27864925E+05
3.50845006E-01  2.67938322E+06  6.35035001E+05
3.51163522E-01  1.15869396E+06  6.36977376E+05
3.51482037E-01  1.16577259E+06  6.34775854E+05
3.51800553E-01  8.84606983E+05  6.44734846E+05
3.52119069E-01  2.44137022E+06  6.51174436E+05
3.52437584E-01  9.12448318E+05  6.42186820E+05
3.52756100E-01  2.01033170E+06  6.52286795E+05
3.53074616E-01  2.17063908E+06  6.51043455E+05
3.53393131E-01  1.69700322E+06  6.56189241E+05
3.53711647E-01  2.03521798E+06  6.49964655E+05
3.54030163E-01  1.50007623E+06  6.54717854E+05
3.54348678E-01  1.40660063E+06  6.53038980E+05
3.54667194E-01  1.84263667E+06  6.56659247E+05
3.54985710E-01  2.53068364E+06  6.63501106E+05
3.55304225E-01  1.62475384E+06  6.51811946E+05
3.55622741E-01  1.33082159E+06  6.54626204E+05
3.55941257E-01  2.49318523E+06  6.58027454E+05
3.56259772E-01  6.44566007E+05  6.59939957E+05
3.56578288E-01  1.60404909E+06  6.55734950E+05
3.56896804E-01  1.46018771E+06  6.59030041E+05
3.57215319E-01  1.14742899E+06  6.59487103E+05
3.57533835E-01  1.27089464E+06  6.56039552E+05
3.57852351E-01  1.76600781E+06  6.64265121E+05
3.58170866E-01  2.04176547E+06  6.63383071E+05
3.58489382E-01  2.15150842E+06  6.65589629E+05
3.58807898E-01  2.55222856E+06  6.73455712E+05
3.59126413E-01  2.51091078E+06  6.59045913E+05
3.59444929E-01  2.15194781E+06  6.65657651E+05
3.59763445E-01  8.34931012E+05  6.66937653E+05
3.60081960E-01  1.50037561E+06  6.68718245E+05
3.60400476E-01  1.50997474E+06  6.71537130E+05
3.60718992E-01  2.02919197E+06  6.60273171E+05
3.61037507E-01  1.32508529E+06  6.70536343E+05
3.61356023E-01  1.47589493E+06  6.64925011E+05
3.61674539E-01  1.54240318E+06  6.69720696E+05
3.61993054E-01  1.72807967E+06  6.66622619E+05
3.62311570E-01  1.70540004E+06  6.71258096E+05
3.62630086E-01  1.35041579E+06  6.75651104E+05
3.62948601E-01  3.10099643E+06  6.76888260E+05
3.63267117E-01  1.18383132E+06  6.69401230E+05
3.63585633E-01  2.37204212E+06  6.69080472E+05
3.63904148E-01  1.98749273E+06  6.74370864E+05
3.64222664E-01  2.21011235E+06  6.81461154E+05
3.64541180E-01  1.93801473E+06  6.73759460E+05
3.64859695E-01  9.76416754E+05  6.73223595E+05
3.65178211E-01  2.25134805E+06  6.69829104E+05
3.65496727E-01  2.06858798E+06  6.80158468E+05
3.65815242E-01  8.27722009E+05  6.80507196E+05
3.66133758E-01  2.51790734E+06  6.64987164E+05
3.66452274E-01  1.88788970E+06  6.81329913E+05
3.66770789E-01  1.77149786E+06  6.77380789E+05
3.67089305E-01  2.23692038E+06  6.80385778E+05
3.67407821E-01  2.99778167E+06  6.79278386E+05
3.67726336E-01  1.70195730E+06  6.74505664E+05
3.68044852E-01  1.23399497E+06  6.82768782E+05
3.68363368E-01  6.96076822E+05  6.75507779E+05
3.68681883E-01  1.54288120E+06  6.81384998E+05
3.69000399E-01  1.54205069E+06  6.76888906E+05
3.69318915E-01  2.34710273E+06  6.81001688E+05
3.69637430E-01  1.01928932E+06  6.88178790E+05
3.69955946E-01  1.36159867E+06  6.74297293E+05
3.70274462E-01  1.25154670E+06  6.81673424E+05
3.70592977E-01  2.18352161E+06  6.82010183E+05
3.70911493E-01  1.64138332E+06  6.84742863E+05
3.71230009E-01  1.09955406E+06  6.86475178E+05
3.71548524E-01  1.23596984E+06  6.81551241E+05
3.71867040E-01  2.00646405E+06  6.88155643E+05
3.72185556E-01  1.13272127E+06  6.83949672E+05
3.72504071E-01  1.45424378E+06  6.87271676E+05
3.72822587E-01  2.00733801E+06  6.90621409E+05
3.73141103E-01  9.88681233E+05  6.81749986E+05
3.73459618E-01  1.48480840E+06  6.88757334E+05
3.73778134E-01  1.90305614E+06  6.90145196E+05
3.74096650E-01  1.60868931E+06  6.86823593E+05
3.74415165E-01  2.57613465E+06  6.87402142E+05
3.74733681E-01  1.80316339E+06  6.91632358E+05
3.75052197E-01  1.78292218E+06  6.92873966E+05
3.75370712E-01  1.38712714E+06  6.83627640E+05
3.75689228E-01  1.63003143E+06  6.86497272E+05
3.76007744E-01  1.25278280E+06  6.85409259E+05
3.76326259E-01  2.54004618E+06  6.91097529E+05
3.76644775E-01  1.53130720E+06  6.90829763E+05
3.76963291E-01  2.22176844E+06  6.83584623E+05
3.77281806E-01  1.06983925E+06  6.90672996E+05
3.77600322E-01  2.52729400E+06  6.89152861E+05
3.77918838E-01  1.94566797E+06  6.90386754E+05
3.78237353E-01  1.10644438E+06  6.89886316E+05
3.78555869E-01  1.49251958E+06  6.92578843E+05
3.78874385E-01  2.16108340E+06  6.95556246E+05
3.79192900E-01  4.13583363E+05  6.86430186E+05
3.79511416E-01  1.03754601E+06  6.96633509E+05
3.79829932E-01  2.00923080E+06  6.90249738E+05
3.80148447E-01  1.31362717E+06  6.92773727E+05
3.80466963E-01  1.67347860E+06  7.04429489E+05
3.80785479E-01  2.29669765E+06  6.94494427E+05
3.81103994E-01  1.28946035E+06  6.91306529E+05
3.81422510E-01  1.52760371E+06  6.95256910E+05
3.81741026E-01  2.53989648E+06  6.95944792E+05
3.82059541E-01  2.01163059E+06  7.02124035E+05
3.82378057E-01  2.65053272E+06  7.01149949E+05
3.82696573E-01  1.59808102E+06  6.98939809E+05
3.83015088E-01  2.73967714E+06  6.98050543E+05
3.83333604E-01  -5.66092651E+05  6.91335576E+05
3.83652120E-01  1.74260874E+06  7.01107780E+05
3.83970635E-01  5.63567327E+05  6.99220661E+05
3.84289151E-01  3.04372035E+06  7.09175629E+05
3.84607667E-01  1.91652775E+06  6.97383403E+05
3.84926182E-01  1.48594312E+06  7.08870469E+05
3.85244698E-01  2.49257201E+06  6.93333901E+05
3.85563214E-01  1.97642090E+06  7.07043080E+05
3.85881729E-01  1.99688907E+06  7.02474144E+05
3.86200245E-01  1.57823091E+06  7.02989241E+05
3.86518761E-01  2.17428463E+06  7.08697836E+05
3.86837276E-01  2.39956477E+06  7.01798618E+05
3.87155792E-01  1.52825074E+06  7.12647589E+05
3.87474308E-01  1.38479013E+06  7.04756303E+05
3.87792823E-01  3.18068176E+06  7.08793731E+05
3.88111339E-01  1.04954492E+06  7.11200059E+05
3.88429855E-01  1.95764755E+06  7.03887665E+05
3.88748370E-01  1.28615281E+06  7.11511619E+05
3.89066886E-01  2.87377040E+06  7.13129683E+05
3.89385402E-01  2.34537894E+06  7.07636407E+05
3.89703917E-01  2.52783481E+06  7.14765360E+05
3.90022433E-01  1.17748179E+06  7.01154819E+05
3.90340949E-01  1.70346862E+06  7.18265030E+05
3.90659464E-01  1.22104001E+06  7.04198462E+05
3.90977980E-01  5.37440123E+05  7.07378535E+05
3.91296496E-01  2.94595700E+06  7.15616721E+05
3.91615011E-01  1.01729996E+06  7.09009736E+05
3.91933527E-01  1.17755905E+06  7.16870153E+05
3.92252043E-01  2.28196579E+06  7.10854802E+05
3.92570558E-01  1.61903686E+06  7.16694094E+05
3.92889074E-01  1.79009738E+06  7.16117044E+05
3.93207590E-01  1.48122564E+06  7.10563093E+05
3.93526105E-01  -9.45137502E+04  7.15180719E+05
3.93844621E-01  8.91743559E+05  7.09536585E+05
3.94163137E-01  1.55163533E+06  7.17663793E+05
3.94481652E-01  -6.81789186E+04  7.10112755E+05
3.94800168E-01  2.78509916E+05  7.12198325E+05
3.95118684E-01  1.57434394E+05  7.13763793E+05
3.95437199E-01  1.50476957E+06  7.13230445E+05
3.95755715E-01  2.02473040E+06  7.21402082E+05
3.96074231E-01  2.58536198E+06  7.15898437E+05
3.96392746E-01  2.13427538E+06  7.16472937E+05
3.96711262E-01  8.53371188E+05  7.18391725E+05
3.97029778E-01  1.82058475E+06  7.17954492E+05
3.97348293E-01  1.45022161E+06  7.19867952E+05
3.97666809E-01  1.36696800E+06  7.13621929E+05
3.97985325E-01  1.12313663E+06  7.20833096E+05
3.98303840E-01  3.16452548E+05  7.18752848E+05
3.98622356E-01  1.55928373E+06  7.14436204E+05
3.98940872E-01  1.42246237E+06  7.23588192E+05
3.99259387E-01  2.67708000E+06  7.19624018E+05
3.99577903E-01  1.33876452E+06  7.22002366E+05
3.99896419E-01  1.85409479E+06  7.18757234E+05
4.00214934E-01  1.56800890E+06  7.25436631E+05
4.00533450E-01  1.85791416E+06  7.20590433E+05
4.00851966E-01  5.10912150E+05  7.21292893E+05
4.01170481E-01  1.10262501E+06  7.19051398E+05
4.01488997E-01  4.42139321E+05  7.18306633E+05
4.01807513E-01  1.05041889E+06  7.20027905E+05
4.02126028E-01  1.35698259E+06  7.21661590E+05
4.02444544E-01  1.46795682E+06  7.24530322E+05
4.02763060E-01  1.79812241E+06  7.24681817E+05
4.03081575E-01  2.48872850E+06  7.19369096E+05
4.03400091E-01  1.34450565E+06  7.26460626E+05
4.03718607E-01  1.09360048E+06  7.22508373E+05
4.04037122E-01  6.78370583E+05  7.20605041E+05
4.04355638E-01  1.17250840E+06  7.21280015E+05
4.04674154E-01  2.85284352E+05  7.11181483E+05
4.04992669E-01  1.74440496E+06  7.28905348E+05
4.05311185E-01  1.94063662E+06  7.19080599E+05
4.05629701E-01  -6.14856029E+05  7.15904031E+05
4.05948216E-01  1.20118024E+06  7.20825752E+05
4.06266732E-01  4.15765861E+05  7.17811613E+05
4.06585248E-01  8.28349719E+05  7.29126130E+05
4.06903763E-01  2.34515683E+06  7.15259195E+05
4.07222279E-01  2.09304934E+06  7.24860674E+05
4.07540794E-01  1.84762456E+06  7.20558152E+05
4.07859310E-01  1.34295087E+06  7.20487402E+05
4.08177826E-01  1.09144212E+06  7.22689365E+05
4.08496341E-01  -2.42682184E+04  7.13219436E+05
4.08814857E-01  1.04130261E+06  7.23655243E+05
4.09133373E-01  2.93919705E+06  7.22588927E+05
4.09451888E-01  1.11924000E+06  7.17621095E+05
4.09770404E-01  1.94575487E+06  7.24062679E+05
4.10088920E-01  2.10797918E+06  7.15427369E+05
4.10407435E-01  1.21131051E+06  7.26182938E+05
4.10725951E-01  1.11830326E+06  7.14630168E+05
4.11044467E-01  1.46466376E+06  7.15947089E+05
4.11362982E-01  1.14971771E+06  7.19700023E+05
4.11681498E-01  5.69757510E+05  7.15220266E+05
4.12000014E-01  1.13873280E+06  7.25539367E+05
4.12318529E-01  4.40507277E+05  7.08924715E+05
4.12637045E-01  2.09218986E+06  7.23483187E+05
4.12955561E-01  3.19089893E+06  7.19037435E+05
4.13274076E-01  8.26167220E+05  7.19419058E+05
4.13592592E-01  1.66997309E+06  7.21700917E+05
4.13911108E-01  1.79524943E+06  7.13732554E+05
4.14229623E-01  1.84618565E+06  7.24087812E+05
4.14548139E-01  8.52830392E+05  7.15640539E+05
4.14866655E-01  1.55888780E+06  7.11837894E+05
4.15185170E-01  1.64612011E+06  7.14557952E+05
4.15503686E-01  1.23412051E+06  7.17123879E+05
4.15822202E-01  9.49893609E+05  7.17000458E+05
4.16140717E-01  1.34548102E+06  7.11890557E+05
4.16459233E-01  2.10050460E+06  7.17101066E+05
4.16777749E-01  2.02691289E+06  7.14082371E+05
4.17096264E-01  1.22864012E+06  7.16139715E+05
4.17414780E-01  1.55719781E+06  7.21465820E+05
4.17733296E-01  2.07262463E+06  7.08132644E+05
4.18051811E-01  1.05074240E+06  7.14033723E+05
4.18370327E-01  -1.95063169E+05  7.06426243E+05
4.18688843E-01  7.80721046E+05  7.15258194E+05
4.19007358E-01  2.14667506E+06  7.15263441E+05
4.19325874E-01  1.65507222E+06  7.05231753E+05
4.19644390E-01  1.84384864E+06  7.21404328E+05
4.19962905E-01  1.51101770E+06  7.05518124E+05
4.20281421E-01  2.48253832E+06  7.18451859E+05
4.20599937E-01  1.74426976E+06  7.11415407E+05
4.20918452E-01  2.25267107E+06  7.10399507E+05
4.21236968E-01  1.85699191E+06  7.16261989E+05
4.21555484E-01  1.39692424E+06  7.04523459E+05
4.21873999E-01  2.09050954E+06  7.14865038E+05
4.22192515E-01  1.66063952E+06  7.08605160E+05
4.22511031E-01  9.90496762E+05  7.08076936E+05
4.22829546E-01  9.39473631E+05  7.14684367E+05
4.23148062E-01  1.64564209E+06  7.01361464E+05
4.23466578E-01  1.62500493E+06  7.10503774E+05
4.23785093E-01  1.68194785E+06  7.07012418E+05
4.24103609E-01  1.88603073E+06  7.11101252E+05
4.24422125E-01  9.88666748E+05  7.06032921E+05
4.24740640E-01  1.85607932E+06  7.08158277E+05
4.25059156E-01  2.75479046E+06  7.10366416E+05
4.25377672E-01  1.61430007E+06  7.03801253E+05
4.25696187E-01  6.84826335E+05  7.06577468E+05
4.26014703E-01  1.55522777E+06  7.05271158E+05
4.26333219E-01  1.94549414E+06  7.08254009E+05
4.26651734E-01  1.87936735E+06  7.07414997E+05
4.26970250E-01  8.46881637E+05  6.99855637E+05
4.27288766E-01  1.65342086E+06  7.07003583E+05
4.27607281E-01  1.09363428E+06  7.02259230E+05
4.27925797E-01  1.11058726E+06  7.02891028E+05
4.28244313E-01  1.23691141E+06  7.10628647E+05
4.28562828E-01  1.68551131E+06  7.02030398E+05
4.28881344E-01  1.39368430E+06  7.02782214E+05
4.29199860E-01  7.14246601E+05  7.03712470E+05
4.29518375E-01  1.65886745E+06  7.04726640E+05
4.29836891E-01  3.51760728E+06  7.10053543E+05
4.30155407E-01  2.03802335E+06  7.04843512E+05
4.30473922E-01  2.18311119E+06  7.04634651E+05
4.30792438E-01  8.67996821E+05  7.03022553E+05
4.31110954E-01  2.32834387E+06  7.02712307E+05
4.31429469E-01  1.38825702E+06  7.02644944E+05
4.31747985E-01  1.91625735E+06  7.04088296E+05
4.32066501E-01  2.10343552E+06  7.03599274E+05
4.32385016E-01  1.86068574E+06  6.99751651E+05
4.32703532E-01  1.39491556E+06  6.99983881E+05
4.33022048E-01  5.41278808E+05  6.96282538E+05
4.33340563E-01  1.70267192E+06  7.04075061E+05
4.33659079E-01  2.50803298E+06  7.06641576E+05
4.33977595E-01  1.63081366E+06  7.01839202E+05
4.34296110E-01  2.31143917E+06  7.02320388E+05
4.34614626E-01  1.53969437E+06  6.99135753E+05
4.34933142E-01  1.11490880E+06  7.00636452E+05
4.35251657E-01  2.73796784E+06  7.00141981E+05
4.35570173E-01  1.92205643E+06  7.01394656E+05
4.35888689E-01  1.40830027E+06  6.98742577E+05
4.36207204E-01  2.12436240E+06  7.00009936E+05
4.36525720E-01  2.25340018E+06  6.96856495E+05
4.36844236E-01  2.23104405E+06  6.99839022E+05
4.37162751E-01  1.49244715E+06  7.01311975E+05
4.37481267E-01  1.46667242E+06  6.94200168E+05
4.37799783E-01  2.39044849E+06  6.98405761E+05
4.38118298E-01  2.28831531E+06  6.97174088E+05
4.38436814E-01  -9.30632582E+05  6.87940573E+05
4.38755330E-01  1.53931291E+06  6.97782156E+05
4.39073845E-01  3.02474903E+06  6.98374801E+05
4.39392361E-01  3.91642499E+04  6.87215427E+05
4.39710877E-01  2.17699343E+06  6.99370816E+05
4.40029392E-01  2.00838580E+06  6.95593156E+05
4.40347908E-01  3.18261316E+06  6.97391983E+05
4.40666424E-01  1.54247561E+06  6.87123558E+05
4.40984939E-01  2.26741258E+06  6.93437957E+05
4.41303455E-01  3.05068310E+06  7.00015962E+05
4.41621971E-01  3.21438976E+06  6.95515608E+05
4.41940486E-01  2.06434853E+06  6.92759860E+05
4.42259002E-01  1.87636399E+06  6.89273517E+05
4.42577518E-01  9.22467529E+05  6.92239006E+05
4.42896033E-01  1.96714529E+06  6.99324627E+05
4.43214549E-01  8.22965902E+05  6.81372319E+05
4.43533065E-01  1.27896795E+06  6.90146148E+05
4.43851580E-01  1.41180095E+06  6.91136673E+05
4.44170096E-01  1.83531179E+06  6.88355079E+05
4.44488612E-01  1.34273358E+06  6.91155742E+05
4.44807127E-01  6.83136347E+05  6.86261871E+05
4.45125643E-01  1.65105970E+06  6.91140126E+05
4.45444159E-01  9.55596110E+05  6.89783156E+05
4.45762674E-01  7.85047413E+05  6.89888449E+05
4.46081190E-01  8.64660304E+05  6.85652662E+05
4.46399706E-01  1.19036432E+06  6.86863899E+05
4.46718221E-01  3.66332766E+06  6.98197278E+05
4.47036737E-01  2.00426223E+06  6.95657320E+05
4.47355253E-01  2.25225581E+06  6.92609107E+05
4.47673768E-01  4.56663555E+05  6.83223814E+05
4.47992284E-01  1.56741499E+06  6.89122870E+05
4.48310800E-01  3.80256813E+05  6.87452929E+05
4.48629315E-01  1.99185773E+06  6.91307918E+05
4.48947831E-01  1.37325475E+06  6.91049552E+05
4.49266347E-01  2.68423590E+06  6.90898714E+05
4.49584862E-01  1.83637406E+06  6.95225456E+05
4.49903378E-01  2.58299117E+06  6.91170132E+05
4.50221894E-01  1.27606117E+06  6.91222758E+05
4.50540409E-01  2.06354700E+06  6.90951239E+05
4.50858925E-01  1.87168997E+06  6.91202185E+05
4.51177441E-01  1.10891659E+06  6.89817179E+05
4.51495956E-01  2.95050548E+06  6.91120866E+05
4.51814472E-01  1.35586720E+06  6.93169914E+05
4.52132988E-01  1.39640758E+06  6.82971146E+05
4.52451503E-01  1.14900309E+06  6.94787731E+05
4.52770019E-01  1.65679117E+06  6.88915766E+05
4.53088535E-01  9.71086051E+05  6.85139869E+05
4.53407050E-01  9.82602107E+05  6.92183401E+05
4.53725566E-01  1.56879113E+06  6.87387652E+05
4.54044082E-01  1.33595432E+06  6.87276878E+05
4.54362597E-01  1.29738399E+06  6.90948885E+05
4.54681113E-01  1.68725441E+06  6.89987253E+05
4.54999629E-01  8.52859363E+05  6.92702276E+05
4.55318144E-01  8.81347722E+05  6.85431024E+05
4.55636660E-01  6.16782615E+05  6.85538401E+05
4.55955176E-01  2.35589066E+06  6.95133969E+05
4.56273691E-01  2.26292204E+06  6.92845316E+05
4.56592207E-01  2.53779607E+06  6.94618748E+05
4.56910723E-01  1.81202859E+06  6.86260420E+05
4.57229238E-01  1.11169300E+06  6.90280935E+05
4.57547754E-01  2.03283268E+06  6.92533055E+05
4.57866270E-01  1.66039327E+06  6.91857873E+05
4.58184785E-01  5.54465538E+05  6.87156224E+05
4.58503301E-01  2.30846961E+06  6.92465043E+05
4.58821817E-01  1.25338637E+06  6.89758942E+05
4.59140332E-01  1.81578036E+06  6.90751426E+05
4.59458848E-01  7.24125783E+05  6.86213892E+05
4.59777364E-01  1.79791478E+06  6.92482167E+05
4.60095879E-01  4.06731672E+05  6.91501577E+05
4.60414395E-01  2.49725087E+06  6.94784559E+05
4.60732911E-01  8.23593612E+05  6.84663588E+05
4.61051426E-01  1.18966902E+06  6.91373889E+05
4.61369942E-01  2.21776075E+06  6.92353946E+05
4.61688458E-01  1.69082752E+06  6.91727178E+05
4.62006973E-01  1.36956576E+06  6.92173012E+05
4.62325489E-01  2.24447222E+06  6.90213811E+05
4.62644005E-01  2.57065909E+06  6.94772913E+05
4.62962520E-01  1.25375817E+06  6.88445496E+05
4.63281036E-01  1.90945877E+06  6.94526265E+05
4.63599552E-01  1.54952527E+06  6.84396549E+05
4.63918067E-01  6.79085207E+05  6.90640535E+05
4.64236583E-01  1.47407940E+06  6.89777844E+05
4.64555099E-01  5.15528229E+05  6.86507013E+05
4.64873614E-01  1.64870338E+06  6.89598648E+05
4.65192130E-01  1.76925259E+06  6.88877726E+05
4.65510646E-01  1.07641572E+06  6.87733152E+05
4.65829161E-01  1.92086861E+06  6.93536036E+05
4.66147677E-01  1.87020278E+06  6.83400076E+05
4.66466193E-01  1.89917400E+06  6.89757616E+05
4.66784708E-01  9.19406237E+05  6.85079522E+05
4.67103224E-01  1.51035618E+06  6.85767744E+05
4.67421740E-01  1.77263257E+06  6.86386624E+05
4.67740255E-01  1.29385432E+05  6.80093456E+05
4.68058771E-01  1.08273627E+06  6.87628197E+05
4.68377287E-01  1.06531009E+06  6.79390842E+05
4.68695802E-01  2.03551251E+06  6.86267533E+05
4.69014318E-01  2.54511613E+06  6.86756247E+05
4.69332834E-01  1.54114294E+06  6.88321935E+05
4.69651349E-01  2.27100984E+06  6.90461432E+05
4.69969865E-01  1.79083132E+06  6.81533302E+05
4.70288381E-01  2.14389864E+06  6.84795942E+05
4.70606896E-01  1.71822463E+06  6.78692358E+05
4.70925412E-01  2.87288677E+06  6.91778683E+05
4.71243928E-01  1.82946926E+06  6.84947272E+05
4.71562443E-01  2.78706439E+06  6.84456367E+05
4.71880959E-01  9.64340587E+05  6.82099204E+05
4.72199475E-01  1.82803518E+06  6.85264966E+05
4.72517990E-01  1.78919927E+06  6.88432690E+05
4.72836506E-01  2.74370413E+06  6.84041726E+05
4.73155022E-01  1.00942945E+06  6.81638051E+05
4.73473537E-01  1.45741130E+06  6.80662553E+05
4.73792053E-01  1.55467731E+06  6.82801601E+05
4.74110569E-01  2.15153257E+06  6.85437783E+05
4.74429084E-01  4.91332440E+05  6.78928430E+05
4.74747600E-01  1.40462092E+06  6.85531556E+05
4.75066116E-01  2.40104712E+06  6.91739902E+05
4.75384631E-01  2.69985621E+06  6.87585842E+05
4.75703147E-01  1.63381700E+06  6.85935116E+05
4.76021663E-01  1.13880523E+06  6.80549768E+05
4.76340178E-01  1.71886200E+05  6.88802235E+05
4.76658694E-01  1.51930829E+06  6.84517574E+05
4.76977210E-01  2.27583837E+06  6.83585555E+05
4.77295725E-01  2.95016748E+06  6.92279490E+05
4.77614241E-01  1.82239063E+06  6.86640674E+05
4.77932757E-01  2.83348592E+06  6.97525140E+05
4.78251272E-01  2.51450322E+06  6.85419788E+05
4.78569788E-01  1.60343587E+06  6.85916480E+05
4.78888304E-01  2.20661166E+06  7.03136137E+05
4.79206819E-01  -3.96567605E+04  7.03140778E+05
4.79525335E-01  2.50868001E+06  7.22155802E+05
4.79843851E-01  2.69711843E+06  7.18704198E+05
4.80162366E-01  1.69883806E+06  7.28372067E+05
4.80480882E-01  8.88474640E+05  7.24696436E+05
4.80799398E-01  1.38738788E+06  7.31092251E+05
4.81117913E-01  6.29795517E+05  7.32738039E+05
4.81436429E-01  9.87676899E+05  7.35514450E+05
4.81754945E-01  1.97110951E+06  7.48401513E+05
4.82073460E-01  2.18774658E+06  7.46598804E+05
4.82391976E-01  1.04190618E+06  7.49632591E+05
4.82710492E-01  2.84285328E+06  7.61001678E+05
4.83029007E-01  1.80601224E+06  7.52164572E+05
4.83347523E-01  2.41578865E+06  7.62544960E+05
4.83666039E-01  2.26266613E+06  7.57848959E+05
4.83984554E-01  -5.70023080E+05  7.61621305E+05
4.84303070E-01  -4.75369302E+05  7.62877801E+05
4.84621586E-01  2.80483340E+06  7.75284102E+05
4.84940101E-01  2.81324953E+05  7.68293755E+05
4.85258617E-01  5.92683395E+05  7.71867160E+05
4.85577133E-01  3.27519067E+06  7.83119185E+05
4.85895648E-01  1.34373792E+06  7.85337651E+05
4.86214164E-01  9.46672976E+05  7.76714909E+05
4.86532680E-01  7.22146084E+05  7.86153967E+05
4.86851195E-01  6.38482052E+05  7.80085992E+05
4.87169711E-01  2.36254921E+06  7.98659867E+05
4.87488227E-01  1.80128993E+06  7.88959177E+05
4.87806742E-01  7.27013248E+05  7.96070807E+05
4.88125258E-01  1.59578263E+06  7.97604409E+05
4.88443774E-01  1.91421005E+06  8.10920320E+05
4.88762289E-01  4.93408709E+05  8.03190498E+05
4.89080805E-01  8.88836780E+05  7.94692235E+05
4.89399321E-01  1.23059085E+06  8.21953475E+05
4.89717836E-01  2.10159102E+06  8.13554316E+05
4.90036352E-01  1.14495678E+06  8.15832538E+05
4.90354868E-01  2.05968417E+06  8.20696478E+05
4.90673383E-01  1.87669233E+06  8.09646389E+05
4.90991899E-01  1.78925722E+06  8.04702912E+05
4.91310415E-01  9.21424565E+05  7.82356886E+05
4.91628930E-01  -2.65637041E+05  7.78849514E+05
4.91947446E-01  1.47297849E+06  7.74030406E+05
4.92265962E-01  1.33973989E+06  7.77398864E+05
4.92584477E-01  1.72097690E+06  7.77888953E+05
4.92902993E-01  3.03270646E+06  7.67416155E+05
4.93221509E-01  2.81532580E+06  7.76991992E+05
4.93540024E-01  1.61472981E+06  7.64158092E+05
4.93858540E-01  6.27255709E+05  7.63055141E+05
4.94177056E-01  1.60155273E+06  7.60008767E+05
4.94495571E-01  1.10592290E+06  7.53545244E+05
4.94814087E-01  1.56160143E+06  7.61232555E+05
4.95132603E-01  1.93044359E+06  7.58502984E+05
4.95451118E-01  2.66835967E+06  7.57473023E+05
4.95769634E-01  1.70236289E+06  7.57930792E+05
4.96088150E-01  1.12583578E+06  7.51090093E+05
4.96406665E-01  1.29602233E+06  7.51124728E+05
4.96725181E-01  1.29015084E+06  7.47562121E+05
4.97043697E-01  3.62294662E+06  7.53191910E+05
4.97362212E-01  2.25523502E+06  7.54614227E+05
4.97680728E-01  2.18264765E+06  7.50657950E+05
4.97999244E-01  2.13072640E+06  7.49823540E+05
4.98317759E-01  3.07961085E+06  7.45233730E+05
4.98636275E-01  3.30366938E+06  7.48146067E+05
4.98954791E-01  2.36921260E+06  7.49261240E+05
4.99273306E-01  1.98578826E+06  7.49759945E+05
4.99591822E-01  3.48464770E+06  7.46869468E+05
4.99910338E-01  1.32990899E+06  7.42628248E+05
5.00228853E-01  1.40274262E+06  7.41982471E+05
5.00547369E-01  1.78652426E+06  7.45122240E+05
5.00865885E-01  1.51117221E+06  7.41579435E+05
5.01184400E-01  3.36470207E+06  7.42628936E+05
5.01502916E-01  9.35127948E+05  7.45483813E+05
5.01821432E-01  -5.99964827E+05  7.37133746E+05
5.02139947E-01  1.36443303E+06  7.37860834E+05
5.02458463E-01  1.35600723E+06  7.35961570E+05
5.02776979E-01  1.91892753E+06  7.37830141E+05
5.03095494E-01  1.98814459E+06  7.45599539E+05
5.03414010E-01  2.05969383E+06  7.34838850E+05
5.03732526E-01  1.92973380E+06  7.34396001E+05
